x,y
0.0,40.0
0.1001001001001001,39.95133813637466
0.2002002002002002,39.807467564441836
0.3003003003003003,39.57192667131804
0.4004004004004004,39.24871308723358
0.5005005005005005,38.842246501695485
0.6006006006006006,38.35732994947903
0.7007007007007008,37.7991098449697
0.8008008008008008,37.173035043209424
0.9009009009009009,36.484815204144645
1.001001001001001,35.740378733084185
1.1011011011011012,34.94583056532154
1.2012012012012012,34.10741005633217
1.3013013013013013,33.23144923100343
1.4014014014014016,32.32433163608138
1.5015015015015016,31.39245202951726
1.6016016016016017,30.442177128765998
1.7017017017017018,29.479807627431846
1.8018018018018018,28.511541676077627
1.9019019019019021,27.543440008623183
2.002002002002002,26.581392880665085
2.1021021021021022,25.63108897036561
2.2022022022022023,24.697986376396123
2.3023023023023024,23.787285830890262
2.4024024024024024,22.903906228576407
2.5025025025025025,22.052462556326667
2.6026026026026026,21.237246290387525
2.702702702702703,20.462208311650635
2.802802802802803,19.73094437258135
2.902902902902903,19.046683132945308
3.0030030030030033,18.412276765352527
3.1031031031031033,17.830194115962108
3.2032032032032034,17.302516390541868
3.3033033033033035,16.830935321533588
3.4034034034034035,16.416753757907866
3.5035035035035036,16.060888606467593
3.6036036036036037,15.763876040936122
3.7037037037037037,15.525878883696805
3.8038038038038042,15.346696054481491
3.9039039039039043,15.22577397067547
4.004004004004004,15.162219775247824
4.104104104104104,15.15481626065499
4.2042042042042045,15.202038350419542
4.3043043043043046,15.30207099446896
4.404404404404405,15.452828329734764
4.504504504504505,15.65197395396078
4.604604604604605,15.896942158142682
4.704704704704705,16.184959961506344
4.804804804804805,16.51306979241054
4.904904904904905,16.87815265900604
5.005005005005005,17.276951654867837
5.105105105105105,17.706095647105908
5.205205205205205,18.162122997612954
5.305305305305305,18.64150517208189
5.405405405405406,19.140670096174226
5.505505505505506,19.656025123692196
5.605605605605606,20.183979487749234
5.705705705705706,20.720966112688853
5.805805805805806,21.263462671813002
5.9059059059059065,21.80801178378719
6.0060060060060065,22.351240248830447
6.106106106106107,22.88987723441
6.206206206206207,23.420771329081873
6.306306306306307,23.940906392285505
6.406406406406407,24.447416137250805
6.506506506506507,24.937597393647458
6.606606606606607,25.408922006137807
6.706706706706707,25.859047334526828
6.806806806806807,26.285825330676644
6.906906906906907,26.68731017671403
7.007007007007007,27.06176447825211
7.107107107107107,27.40766401532175
7.207207207207207,27.723701062415074
7.307307307307307,28.00878629743732
7.407407407407407,28.262049327402096
7.507507507507508,28.482837866349357
7.6076076076076085,28.670715608180156
7.7077077077077085,28.825458843855035
7.807807807807809,28.94705187866587
7.907907907907909,29.035681311039752
